from	to
228828_at	BZRAP1-AS1
228829_at	ATF7
228830_s_at	ATF7
228831_s_at	GNG7
228832_at	FLJ20021
228835_at	RP4-758J24.5
228836_at	SLC25A35
228837_at	TCF4
228839_s_at	LOC439994
228839_s_at	LOC642361
228840_at	AMOTL1
228841_at	LYRM7
228843_at	ARL10
228844_at	SLC13A5
228845_at	PLBD2
228846_at	MXD1
228847_at	EXOC3
228848_at	ABTB1
228849_at	NTRK3
228850_s_at	SLIT2
228851_s_at	ENSA
228852_at	ENSA
228853_at	STYX
228855_at	NUDT7
228856_at	ZNF747
228857_at	GNL1
228859_at	ZGRF1
228860_at	UBE3B
228861_at	CDS2
228862_at	TSNARE1
228863_at	PCDH17
228864_at	ZNF653
228865_at	C1orf116
228867_at	TATDN3
228868_x_at	CDT1
228869_at	SNX20
228870_at	FAM84B
228871_at	ALG14
228872_at	ABHD17B
228873_at	COL22A1
228874_at	PHLDB3
228875_at	FAM162B
228876_at	BAIAP2L2
228877_at	RGL3
228878_s_at	CFC1B
228879_at	SNORA76C
228879_at	SNORD104
228880_at	NAT8L
228881_at	PARL
228882_at	TUB
228883_at	TUB
228884_at	LRRC27
228885_at	MAMDC2
228886_at	LRRC27
228887_x_at	CCDC61
228888_at	STAC2
228889_at	ARHGAP5-AS1
228890_at	ATOH8
228891_at	SEMA4D
228892_at	SH3RF2
228893_at	CTB-31O20.9
228894_at	NR6A1
228895_s_at	AC016999.2
228897_at	DERL3
228898_s_at	SMARCB1
228899_at	RP5-1136G13.2
228900_at	SPECC1
228901_at	CDK9
228902_at	NUP214
228903_at	CES4A
228904_at	HOXB3
228905_at	PCM1
228906_at	TET1
228908_s_at	LOC642852
228909_at	LOC642852
228910_at	CD82
228911_at	ADAMTS7
228912_at	VIL1
228913_at	TPT1-AS1
228915_at	DACH1
228916_at	CWF19L2
228918_at	SLC43A2
228920_at	ZNF260
228921_at	SLC25A42
228922_at	SHF
228923_at	S100A6
228924_s_at	UBE2J1
228925_at	ADAM1A
228925_at	ADAM1A
228926_s_at	SMARCA2
228927_at	ZNF397
228928_x_at	BANP
228929_at	DNASE1
228930_at	SCARNA15
228931_at	COQ4
228932_at	AGO3
228933_at	NHS
228935_at	SLC4A8
228937_at	LACC1
228938_at	MBP
228939_at	OAF
228940_at	NDUFB4
228941_at	ALG10
228941_at	ALG10B
228942_s_at	DAB2IP
228943_at	MAP6
228944_at	RP4-773N10.4
228945_s_at	SLC39A8
228946_at	INTU
228947_x_at	TMEM204
228948_at	EPHA4
228949_at	WLS
228950_s_at	WLS
228951_at	SLC38A7
228952_at	ENPP1
228953_at	WHAMM
228954_at	LYSMD4
228955_at	LRP8
228956_at	UGT8
228957_at	ZNF362
228958_at	ZNF19
228959_at	PDK3
228960_at	ICE2
228961_at	MIER3
228962_at	PDE4D
228963_at	RSBN1L
228964_at	PRDM1
228965_s_at	PANK2
228966_at	PANK2
228967_at	EIF1
228968_at	ZNF449
228969_at	AGR2
228970_at	ZBTB8OS
228971_at	SLC25A3
228972_at	PITPNA-AS1
228973_at	DLG2
228974_at	ZNF677
228975_at	SP6
228976_at	ICOSLG
228977_at	LOC729680
228978_at	RP11-332H18.4
228979_at	SFTA3
228980_at	RAD51L3-RFFL
228980_at	RFFL
228981_at	TMEM169
228982_s_at	USP42
228983_at	C17orf85
228984_at	CARNS1
228985_at	OSBPL8
228986_at	OSBPL8
228987_at	FAM49B
228988_at	ZNF711
228989_at	TYMSOS
228990_at	SNHG12
228990_at	SNORA16A
228990_at	SNORA44
228990_at	SNORA61
228991_at	CDK13
228992_at	MED28
228993_s_at	BBIP1
228994_at	CCDC24
228995_at	CAMSAP1
228996_at	RC3H1
228997_at	TRNAU1AP
228998_at	TNRC6B
228999_at	CHD2
229000_at	ZNF77
229001_at	PPP1R3E
229002_at	FAM69B
229003_x_at	FAM69B
229004_at	ADAMTS15
229005_at	MCTP2
229006_at	LOC100507487
229006_at	LOC101927184
229007_at	LOC283788
229008_at	WDR60
229009_at	SIX5
229010_at	CBL
229011_at	EMP1
229012_at	C9orf24
229013_at	LOC145783
229013_at	ZNF280D
229014_at	NR2F1-AS1
229015_at	LOC286367
229016_s_at	TRERF1
229017_s_at	DSTYK
229018_at	METTL25
229019_at	ZNF385B
229020_x_at	EPS8L2
229021_at	MCTP2
229022_at	ZFX
229023_at	SFT2D3
229024_at	RNF150
229025_s_at	IMMP1L
229027_at	PPM1A
229028_s_at	ARL17A
229028_s_at	ARL17B
229028_s_at	LOC100294341
229029_at	CAMK4
229030_at	CAPN8
229032_at	WSCD2
229033_s_at	MUM1
229034_at	SOBP
229035_s_at	KLHDC4
229035_s_at	LOC100129637
229036_at	TNRC6B
229037_at	TRIM69
229038_at	CWF19L1
229039_at	SYN2
229040_at	ITGB2-AS1
229041_s_at	ITGB2-AS1
229042_s_at	DYNC1H1
229043_at	PAPD5
229044_at	NUDT17
229045_at	SNX20
229046_s_at	PLEKHB1
229047_at	PLEKHB1
229049_at	LOC100506655
229050_s_at	SNHG7
229050_s_at	SNORA17
229050_s_at	SNORA43
229052_at	ANKRD23
229052_at	ANKRD39
229053_at	SYT17
229055_at	GPR68
229057_at	SCN2A
229058_at	ANKRD16
229059_at	FAM225A
229059_at	FAM225B
229060_at	YPEL2
229061_s_at	SLC25A13
229062_at	ARL9
229063_s_at	CCDC107
229064_s_at	RCAN3
229065_at	SLC35F3
229068_at	CCT5
229069_at	SARNP
229070_at	ADTRP
229071_at	C17orf100
229072_at	RAB30
229073_at	PRTG
229074_at	EHD4
229075_at	SPATA5
229076_s_at	TOMM22
229077_at	KATNB1
229078_s_at	GPALPP1
229079_at	EHMT2
229080_at	COL26A1
229081_at	SLC25A13
229082_at	CCDC125
229083_at	HNRNPA0
229084_at	CNTN4
229085_at	LRRC3B
229086_at	C1orf213
229088_at	ENPP1
229089_at	ZBTB49
229090_at	ZEB1-AS1
229091_s_at	CCNJ
229092_at	NR2F2
229093_at	NOS3
229094_at	ATP6V0E2-AS1
229095_s_at	LIMS3-LOC440895
229095_s_at	LOC100288570
229095_s_at	LOC100507334
229095_s_at	LOC440895
229096_at	LIMS3-LOC440895
229096_at	LOC100288570
229096_at	LOC100507334
229096_at	LOC440895
229097_at	DIAPH3
229098_s_at	C5orf24
229099_at	C11orf83
229100_s_at	TIMM22
229101_at	IL17RA
229102_at	HTATIP2
229103_at	LOC101929777
229103_at	WNT3
229104_s_at	GPR39
229105_at	GPR39
229106_at	DYNLL2
229109_s_at	BLVRA
229110_at	SLC24A2
229111_at	RP4-635E18.8
229112_at	SIRT5
229113_s_at	C1orf86
229114_at	GAB1
229115_at	DYNC1H1
229116_at	CNKSR2
229117_s_at	JUND
229118_at	PRRG3
229119_s_at	ZSWIM7
229120_s_at	CDC42SE1
229121_at	CMKLR1
229122_x_at	NPRL3
229123_at	ZNF224
229124_at	PROK1
229125_at	KANK4
229126_at	TMEM19
229127_at	JAM2
229128_s_at	ANP32E
229129_at	HNRNPD
229130_at	AX746755
229130_at	RP11-774O3.3
229131_at	EXD2
229132_at	MINA
229133_s_at	ZNF397
229134_at	VANGL1
229135_at	FASTKD2
229137_at	FUCA1
229138_at	PARP11
229139_at	JPH1
229140_at	ZNF579
229141_at	SFT2D3
229141_at	WDR33
229142_s_at	BBS1
229143_at	CNOT3
229144_at	KAZN
229145_at	ANAPC16
229146_at	C7orf31
229147_at	RASSF6
229151_at	SLC14A1
229152_at	FDCSP
229153_at	SLC7A6OS
229154_at	WNT10A
229155_at	GSTO2
229156_s_at	PRKAG2-AS1
229157_at	PRKAG2-AS1
229158_at	WNK4
229159_at	THSD7A
229160_at	MUM1L1
229162_s_at	ABTB1
229163_at	CAMK2N1
229164_s_at	ABTB1
229165_at	MRPL12
229166_s_at	GATAD2A
229167_at	PURA
229168_at	COL23A1
229169_at	TTC18
229170_s_at	TTC18
229171_at	CENPBD1
229171_at	RP11-566K11.5
229172_at	HSPA12B
229173_at	KIAA1715
229174_at	C3orf38
229175_at	SMYD4
229176_at	ANKH
229177_at	C16orf89
229178_at	PRTG
229179_at	RUFY1
229180_at	WWC1
229181_s_at	HAUS2
229182_at	MIR4723
229182_at	TMEM199
229183_at	KCTD1
229184_at	CCNT2
229185_at	LIFR
229186_s_at	ZFP64
229187_at	LOC283788
229188_s_at	ZNRF2
229189_s_at	RP11-539L10.3
229191_at	LOC101929597
229191_at	TBCD
229192_s_at	LOC101929597
229192_s_at	TBCD
229193_at	LUC7L3
229194_at	PCGF5
229195_at	MESP1
229196_at	FAM111A
229197_at	ING5
229198_at	USP35
229199_at	SCN9A
229201_at	PAK3
229202_at	PCNXL2
229203_at	B4GALNT3
229204_at	RP5-930J4.4
229205_at	LOC101927720
229207_x_at	RNF187
229208_at	HAUS2
229209_at	SNHG10
229210_at	RNASEH2B
229211_at	DUSP28
229213_at	DIRC2
229214_at	STX7
229215_at	ASCL2
229216_s_at	RP11-567I13.1
229217_at	SP3
229218_at	COL1A2
229220_x_at	NOM1
229221_at	CD44
229222_at	ACSS3
229223_at	RP11-96D1.11
229224_x_at	LOC643085
229225_at	NRP2
229227_at	DICER1-AS1
229228_at	CREB5
229228_at	LOC401317
229229_at	AGXT2
229230_at	SLC51A
229231_at	LOC101929841
229231_at	LRRC37B
229232_at	LRRC57
229233_at	NRG3
229234_at	ZC3H12B
229235_at	NFATC2IP
229236_s_at	SFXN4
229237_s_at	FOXN3
229238_at	C17orf97
229239_x_at	SLCO4A1
229240_at	ZDHHC21
229241_at	LDHD
229242_at	TNFSF15
229243_at	RP11-111M22.4
229244_at	LSAMP
229245_at	PLEKHA6
229246_at	SRSF1
229247_at	FBLN7
229248_at	UCHL5
229250_at	TPCN2
229251_s_at	TPCN2
229252_at	ATG9B
229253_at	THEM4
229254_at	MFSD4
229255_x_at	GOSR2
229256_at	PGM2L1
229257_at	TNRC18
229258_at	KIF12
229259_at	GFAP
229260_at	C5orf15
229262_at	PPP1R37
229263_at	IL17RD
229265_at	SKI
229266_at	SHISA6
229267_at	ANAPC1
229267_at	LOC730268
229268_at	OTULIN
229269_x_at	SSBP4
229270_x_at	SSBP4
229271_x_at	COL11A1
229272_at	FNBP4
229273_at	SALL1
229274_at	GNAS
229275_at	IGFN1
229276_at	IGSF9
229277_at	ADRB1
229278_at	USP51
229280_s_at	CASC15
229281_at	NPAS3
229282_at	GATA6
229283_at	LOC728613
229284_at	MAT2B
229285_at	RNASEL
229286_at	MAGEE1
229287_at	PCNX
229288_at	EPHA7
229289_at	FAM71E1
229290_at	DAPL1
229292_at	EPB41L5
229294_at	JPH3
229295_at	IL17RA
229296_at	LOC100506119
229297_at	GPATCH2L
229298_at	KBTBD7
229299_at	NADK2
229300_at	RAB3C
229302_at	TMEM178A
229303_at	SF3B1
229304_s_at	CENPU
229305_at	CENPU
229306_at	C2CD4B
229307_at	ANKRD28
229308_at	ANKRD29
229309_at	ADRB1
229310_at	KLHL29
229311_at	GKAP1
229312_s_at	GKAP1
229313_at	ANO5
229316_at	KXD1
229317_at	KPNA5
229318_at	LOC101060691
229319_at	BC022047
229320_at	KIAA1211L
229321_s_at	DQ570096
229322_at	PPP2R5E
229323_at	LINC00959
229324_x_at	ISYNA1
229325_at	ZZZ3
229328_at	ZNF571-AS1
229331_at	SPATA18
229332_at	HPDL
229333_at	GMPS
229334_at	RUFY3
229335_at	CADM4
229336_at	ST3GAL2
229337_at	USP2
229338_at	LOC100289361
229339_at	MYOCD
229340_at	NKAPL
229341_at	TFCP2L1
229342_at	C17orf85
229343_at	GTSE1
229344_x_at	RIMKLB
229345_at	RTN4RL2
229346_at	NES
229347_at	MIR4458
229347_at	MIR4458HG
229348_at	UBIAD1
229349_at	LIN28B
229350_x_at	PARP10
229351_at	USP49
229352_at	SPESP1
229353_s_at	NUCKS1
229354_at	AHRR
229355_at	UBE2D3
229356_x_at	INO80
229357_at	ADAMTS5
229358_at	IHH
229359_at	ASXL2
229360_at	ZNF280B
229361_at	SLC25A27
229362_at	PUS10
229363_at	LINC00920
229364_at	LOC100631377
229364_at	LOC101928673
229365_at	PPP1R3F
229366_at	RP11-97C16.1
229367_s_at	GIMAP6
229368_s_at	ZFAND5
229369_at	VSIG2
229370_at	AC144652.1
229372_at	GOLT1A
229374_at	EPHA4
229375_at	PPIE
229376_at	PROX1
229377_at	GRTP1
229378_at	STOX1
229379_at	AHDC1
229380_at	ILDR2
229381_at	C1orf64
229382_at	FAM212B
229382_at	LOC101928718
229383_at	MARCH1
229384_at	CTC-429P9.3
229385_s_at	TINCR
229386_at	ID4
229387_at	LRCH3
229388_at	LOC101929112
229389_at	ATG16L2
229390_at	FAM26F
229391_s_at	FAM26F
229392_s_at	PIK3R2
229393_at	L3MBTL3
229394_s_at	ARHGAP35
229395_at	STX4
229396_at	OVOL1
229397_s_at	ARHGAP35
229398_at	RAB18
229399_at	CCDC186
229400_at	HOXD10
229401_at	IL17RE
229402_at	SAMD13
229403_at	B4GALT1
229404_at	TWIST2
229405_at	KIF7
229406_at	RBFOX3
229407_at	SDK1
229408_at	HDAC5
229409_s_at	RP11-436D10.3
229410_at	SLC35E1
229411_at	PNCK
229412_at	TAF8
229414_at	PITPNC1
229415_at	CYCS
229416_at	CLPTM1L
229418_at	FAM222B
229419_at	FBXW7
229420_at	LOC101243545
229420_at	SNORD4A
229421_s_at	RBM47
229422_at	NRD1
229423_at	CHEK1
229424_s_at	ARHGAP27
229426_at	COX5A
229427_at	SEMA5A
229428_at	TIMM23B
229429_x_at	LINC00623
229430_at	C8orf46
229431_at	RFXAP
229432_at	NAGS
229433_at	RBM26
229435_at	GLIS3
229436_x_at	BRCC3
229437_at	MIR155
229437_at	MIR155HG
229438_at	FAM20C
229439_s_at	RBM47
229440_at	RBM47
229441_at	PRSS23
229442_at	C18orf54
229443_at	UQCC2
229444_at	LOC101929243
229445_at	CYBA
229446_at	CTD-2256P15.2
229447_x_at	NBPF10
229447_x_at	NBPF11
229447_x_at	NBPF8
229448_at	CERS1
229448_at	GDF1
229449_at	CTA-445C9.15
229450_at	IFIT3
229451_at	GALNT9
229452_at	TMEM88
229453_at	PDIA3
229454_at	BCLAF1
229455_at	AC083843.1
229456_s_at	DDAH1
229457_at	ANKHD1
229458_s_at	GALK1
229459_at	FAM19A5
229460_at	FAM126B
229461_x_at	NEGR1
229463_at	NTRK2
229464_at	MYEF2
229466_at	TRIM66
229467_at	PCBP2
229468_at	CDK3
229468_at	TEN1-CDK3
229469_at	XAGE2
229472_at	SFT2D3
229472_at	WDR33
229473_at	MAMDC4
229474_at	MICAL3
229475_at	MAEL
229476_s_at	THRSP
229477_at	THRSP
229478_x_at	BIVM
229480_at	MAGI2-AS3
229481_at	NKD1
229482_at	DDX51
229484_at	PPM1J
229485_x_at	SHISA3
229486_s_at	TMEM132A
229487_at	EBF1
229488_at	OTUD7B
229491_at	SLC9B2
229492_at	VANGL1
229493_at	HOXD-AS2
229494_s_at	PHLDA2
229495_at	PM20D2
229496_at	CLP1
229497_at	ANKDD1A
229498_at	MBNL3
229499_at	CAPN13
229500_at	SLC30A9
229501_s_at	USP8
229502_at	CHDH
229503_at	SLC15A4
229504_at	RAB23
229506_at	PPM1L
229507_at	FAM212A
229508_at	U2AF2
229509_at	MFSD8
229510_at	MS4A14
229511_at	SMARCE1
229512_at	FAM120C
229513_at	STRBP
229514_at	GPATCH2L
229515_at	PAWR
229516_at	WDR31
229517_at	PTPDC1
229518_at	FAM46B
229519_at	FXR1
229520_s_at	GPATCH2L
229521_at	CCDC71L
229522_at	SDR42E1
229523_at	TMEM200C
229524_at	EFCAB14
229526_at	AQP11
229528_at	SBNO1
229529_at	TCF21
229530_at	GUCY1A3
229532_at	ZNF502
229533_x_at	ZNF680
229534_at	ACOT4
229535_at	PTPMT1
229536_at	REC8
229537_at	LMO4
229538_s_at	IQGAP3
229539_at	ABCB8
229540_at	RBPJ
229542_at	C20orf85
229543_at	RP1-93H18.6
229544_at	RP11-391M1.4
229545_at	FERMT1
229546_at	FAM84A
229546_at	LOC653602
229547_s_at	WNK2
229548_at	RP3-508I15.21
229549_at	CALU
229550_at	UNC79
229551_x_at	ZNF367
229552_at	HRK
229552_at	LOC283454
229553_at	PGM2L1
229554_at	LUM
229555_at	GALNT5
229556_at	LOC100288893
229557_at	MEG3
229558_at	KNOP1
229559_at	PPM1N
229560_at	TLR8
229561_at	LRRC16B
229562_at	MIR7111
229562_at	RPL10A
229563_s_at	RPL10A
229564_at	RRP7A
229565_x_at	TBX3
229566_at	WFDC21P
229567_at	FITM1
229568_at	MOB3B
229569_at	RP1-193H18.2
229572_at	ATP6V0A2
229573_at	USP9X
229574_at	TRA2A
229576_s_at	TBX3
229577_at	AGPAT6
229578_at	JPH2
229579_s_at	DISP2
229580_at	CLSTN2
229581_at	ELFN1
229582_at	INO80C
229584_at	LRRK2
229585_at	ADAMTSL1
229586_at	CHD9
229587_at	UBA2
229588_at	DNAJC10
229589_x_at	BIVM
229590_at	RPL13
229590_at	SNORD68
229591_at	LRP5
229592_at	LOC100507501
229593_at	H2AFY
229594_at	SPTY2D1
229595_at	CHCHD4
229596_at	AMDHD1
229597_s_at	WDFY4
229598_at	COBLL1
229599_at	SMIM22
229600_s_at	CPD
229601_at	SCYL1
229603_at	BBS12
229604_at	CMAHP
229605_at	CYB5RL
229607_at	AC005306.3
229608_at	FAM212B
229608_at	LOC101928718
229609_at	LOC101060691
229609_at	NUTM2A-AS1
229610_at	CKAP2L
229611_at	LMLN
229613_at	RP11-401P9.4
229614_at	ZNF320
229615_at	SLX4IP
229616_s_at	GRAMD2
229617_x_at	AP2A1
229618_at	SNX16
229619_at	FOLR2
229620_at	SEPP1
229622_at	FAM132B
229623_at	TMEM150C
229624_at	OPA3
229625_at	GBP5
229626_at	CCDC184
229627_at	CCDC180
229627_at	LOC100499484-C9ORF174
229628_s_at	CCDC180
229628_s_at	LOC100499484-C9ORF174
229630_s_at	WTAP
229631_at	DNHD1
229632_s_at	INTS10
229633_at	INTS10
229634_at	TMEM139
229635_at	LINC01094
229636_at	CYB561D2
229637_at	RIC8B
229638_at	IRX3
229639_s_at	SLC19A1
229640_x_at	LINC00621
229641_at	CCBE1
229642_at	ARHGEF7
229643_at	AC078883.3
229643_at	AC078883.4
229644_at	PREP
229645_at	FAM69C
229646_at	SOBP
229647_at	NDUFS1
229648_at	ARHGAP32
229649_at	NRXN3
229650_s_at	SMIM7
229651_at	SEZ6
229652_s_at	FOXN3
229653_at	VPS53
229655_at	FAM19A5
229656_s_at	EML6
229657_at	THRB
229658_at	BAZ1B
229660_at	SPATA33
229661_at	SALL4
229663_at	LOC100507577
229663_at	LONP2
229664_at	MAPK8
229665_at	CSTF3
229666_s_at	CSTF3
229667_s_at	HOXB8
229669_at	LOC440416
229671_s_at	MIS18A
229672_at	UQCC1
229673_at	GPATCH2L
229674_at	SERTAD4
229676_at	MTPAP
229677_at	SLC39A3
229678_at	LINC01137
229679_at	C12orf76
229679_at	LOC101060443
229680_at	TACO1
229682_at	MAPRE3
229683_s_at	KCTD15
229685_at	LOC100134937
229686_at	P2RY8
229687_s_at	PRDM11
229688_at	PRDM11
229689_s_at	RP13-39P12.3
229690_at	FAM109A
229691_at	ZBTB42
229693_at	TMEM220
229694_at	WDR11
229696_at	FECH
229697_at	HIRIP3
229698_at	SHANK3
229699_at	LOC100129550
229700_at	ZNF738
229701_at	DNAJC9
229702_at	CSNK1G3
229703_at	DLG1
229705_at	PIK3C3
229706_at	TCERG1
229707_at	ZNF606
229708_at	TOR4A
229709_at	ATP1B3
229710_at	ERCC6L2
229711_s_at	MDM2
229712_at	SNAPC3
229713_at	PIP4K2A
229714_at	HS6ST3
229715_at	NCR3LG1
229715_at	RP1-239B22.5
229716_at	UBXN10-AS1
229717_at	AMIGO3
229717_at	GMPPB
229718_at	N4BP2L1
229719_s_at	DERL3
229720_at	BAG1
229721_x_at	DERL3
229722_at	LOC100270804
229723_at	TAGAP
229724_at	GABRB3
229725_at	ACSL6
229726_at	GRAP
229727_x_at	C2CD4B
229729_at	TMEM8B
229730_at	SMTNL2
229731_at	FOXS1
229732_at	ZNF823
229734_at	MIR4697
229734_at	MIR4697HG
229735_s_at	NIPAL3
229736_at	TMEM86B
229737_at	FAM46A
229738_at	DNAH10
229739_s_at	DENND6B
229740_at	SMIM5
229741_at	MAVS
229742_at	C15orf61
229743_at	ZNF438
229744_at	SSFA2
229745_x_at	DACT3
229746_x_at	CEBPZOS
229747_x_at	LOC146880
229748_x_at	LOC100233156
229748_x_at	MAFIP
229748_x_at	TEKT4P2
229749_at	ANO4
229750_at	POU2F2
229751_s_at	PUS7L
229752_at	IKZF4
229753_at	POU2F1
229754_at	TMEM44-AS1
229755_x_at	DLL3
229756_at	LOC100506299
229758_at	TIGD5
229759_s_at	VEPH1
229760_at	VEPH1
229761_at	LOC440173
229763_at	FOXP4
229764_at	TPRG1
229765_at	ZNF207
229766_at	ZNF445
229767_at	TBCD
229768_at	OR51E1
229769_at	TMEM242
229770_at	GLT1D1
229771_at	MAP3K13
229772_at	DEFB123
229773_at	SNAP23
229774_at	CXXC4
229775_s_at	MLLT4
229776_at	SLCO3A1
229777_at	CLRN3
229778_at	SPX
229779_at	COL4A4
229781_at	LOC100506725
229782_at	RMST
229783_at	AKAP13
229784_at	MIR424
229784_at	MIR503HG
229785_at	KRIT1
229786_at	RWDD2A
229787_s_at	OGT
229789_at	TIGD3
229790_at	TERF2
229791_at	LPCAT2
229792_at	KLHL17
229793_at	ASAH2B
229794_at	ZNF585A
229796_at	SIX4
229797_at	MCOLN3
229798_s_at	BRI3
229799_s_at	NCAM1
229800_at	DCLK1
229801_at	PROSER2
229802_at	WISP1
229803_s_at	NUDT3
229803_s_at	RPS10-NUDT3
229804_x_at	CBWD1
229804_x_at	CBWD2
229804_x_at	CBWD3
229804_x_at	CBWD5
229804_x_at	CBWD6
229804_x_at	CBWD7
229804_x_at	LOC101060578
229805_at	ZDHHC22
229806_at	QRICH1
229807_s_at	AC009133.15
229808_at	CHAF1A
229809_at	POU6F1
229810_at	RSPH3
229811_at	RP11-157P1.4
229812_at	USP48
229813_x_at	DAZAP1
229814_at	TNFAIP8
229815_at	TMEM161B-AS1
229816_at	WDR78
229817_at	ZNF608
229818_at	SVOP
229819_at	A1BG
229820_at	LINC00969
229821_at	LRRC37A4P
229822_at	PARVB
229823_at	RIMS2
229824_at	SHC3
229825_at	PLK3
229826_at	SMIM4
229827_at	BUB3
229828_at	CDC73
229829_at	LINC00526
229831_at	CNTN3
229832_x_at	SH3TC1
229833_at	LOC100506713
229834_at	NFIX
229835_s_at	SLMO2
229836_s_at	NUDT4
229837_s_at	KCTD5
229838_at	NUCB2
229839_at	SCARA5
229840_at	IQSEC2
229842_at	ELF3
229843_at	RMDN1
229844_at	FOXP1
229845_at	MAPKAP1
229846_s_at	MAPKAP1
229847_at	MAPK1
229848_at	ZNF10
229849_at	WIPF3
229850_at	KDSR
229851_s_at	C11orf54
229852_at	NMNAT1
229853_at	KAL1
229854_at	OBSCN
229855_at	RNF34
229856_s_at	PITHD1
229857_s_at	KANSL1-AS1
229860_x_at	C4orf48
229861_at	LIG3
229862_x_at	ZBTB45
229863_s_at	ELP6
229864_at	ELP6
229865_at	FNDC3B
229865_at	LOC101928615
229866_at	STK32A
229867_at	BTBD9
229868_s_at	GDF15
229869_at	RP11-258C19.7
229870_at	LOC644656
229871_at	SAMD4B
229872_s_at	LOC100996740
229873_at	KCTD21
229874_x_at	BC070363
229874_x_at	RP11-108M9.4
229875_at	ZDHHC22
229876_at	PHKA1
229877_at	NEO1
229878_at	KIAA1731
229879_at	ASPH
229880_at	LOC100506014
229881_at	KLF12
229882_at	RPS15A
229883_at	GRIN2D
229884_s_at	MRPL2
229885_at	RSF1
229886_at	C5orf34
229887_at	ALS2CL
229888_at	C12orf60
229889_at	LRRC75A
229890_at	LOC100507547
229890_at	PRRT1
229891_x_at	GPALPP1
229892_at	EP400NL
229893_at	FRMD3
229894_s_at	RAB43
229896_at	LOC101926943
229897_at	ZNF641
229898_at	SNX33
229899_s_at	ZFAS1
229900_at	CD109
229901_at	ZNF488
229902_at	FLT4
229903_x_at	RNPC3
229905_at	RAP1GDS1
229906_at	ARMC7
229908_s_at	UNKL
229909_at	B4GALNT3
229910_at	SHE
229911_at	TPM2
229912_at	SDK1
229913_at	C7orf61
229914_at	FLJ38717
229915_at	FAM26F
229916_at	ENPP6
229917_at	AGAP2
229918_at	CCDC40
229919_at	NTPCR
229921_at	KIF5A
229922_at	GPRIN1
229923_at	ZDHHC21
229924_s_at	JAG1
229925_at	SLC6A17
229926_at	MIR3682
229927_at	LEMD1
229929_at	SPSB4
229930_at	LINC01315
229931_at	ZNF775
229933_at	C1orf74
229934_at	mir-223
229935_s_at	KMT2A
229936_at	GFRA3
229938_at	TMEM238
229939_at	ENDOV
229940_at	SETD3
229941_at	FAM166B
229942_at	BNC2
229943_at	TRIM13
229944_at	OPRK1
229945_at	CYHR1
229946_at	FAM168B
229947_at	PI15
229952_at	PLEKHG3
229953_x_at	LCA5
229954_at	CHDH
229955_at	FBXO3
229956_at	NR2C1
229957_at	TMEM91
229958_at	CLN8
229959_at	CYP4V2
229960_at	MAP3K6
229961_x_at	YJEFN3
229962_at	LRRC37A3
229963_at	BEX5
229964_at	C9orf152
229966_at	EWSR1
229967_at	CMTM2
229969_at	SEC63
229970_at	KBTBD7
229971_at	GPR114
229972_at	LOC101926963
229973_at	ERICH3
229974_at	EVC2
229975_at	BMPR1B
229976_at	MORN5
229977_at	RTDR1
229978_at	SHISA9
229980_s_at	SNX5
229981_at	SNX5
229982_at	QSER1
229983_at	TIGD2
229984_at	DTWD1
229985_at	BTNL9
229986_at	ZNF717
229989_at	FDXACB1
229990_at	TSC22D1-AS1
229991_s_at	SYTL4
229992_at	LINC00654
229993_at	ZCCHC3
229994_at	NFIA
229995_at	SYCN
229996_s_at	PCGF5
229997_at	VANGL1
229998_x_at	EVA1B
229999_at	LOC101928747
229999_at	RBMX
229999_at	SNORD61
230000_at	RNF213
230001_at	MARCH9
230002_at	GPSM2
230003_at	SLC16A7
230004_at	USP24
230005_at	SVIP
230006_s_at	SVIP
230007_at	JMJD1C
230008_at	THSD7A
230009_at	FAM118B
230010_at	SRRM4
230011_at	MEI1
230012_at	LINC00324
230013_s_at	ARHGAP23
230015_at	PRCD
230016_at	LOC100506538
230016_at	NDUFAF6
230018_at	DPP9
230019_s_at	PTCHD2
230020_at	LSM8
230021_at	TICRR
230022_at	CLEC18A
230022_at	CLEC18C
230023_at	NSUN4
230024_at	AARS2
230025_at	GJD3
230026_at	MRPL43
230027_s_at	MRPL43
230028_at	KIAA0907
230029_x_at	UBR3
230030_at	HS6ST2
230031_at	HSPA5
230032_at	OSGEPL1
230033_at	DNAAF3
230034_x_at	MRPL41
230035_at	BOC
230036_at	SAMD9L
230037_at	CD8B
230038_at	ATXN7L2
230040_at	ADAMTS18
230041_at	AK024119
230041_at	CTC-378H22.2
230042_at	ITSN1
230043_at	MUC20
230044_at	PCYT2
230045_at	CNTN2
230046_at	SPRED3
230047_at	ARHGAP42
230048_at	IFRD1
230049_at	TAF6L
230050_at	NACC2
230051_at	PROSER2
230052_s_at	NFKBID
230054_at	LOC100507547
230054_at	PRRT1
230055_at	KHDC1
230056_at	BPTF
230057_at	LOC285178
230058_at	SDCCAG3
230059_at	DEAF1
230060_at	CDCA7
230061_at	TM4SF18
230062_at	RIMBP3
230062_at	RIMBP3B
230062_at	RIMBP3C
230063_at	ZNF264
230065_at	ZNF180
230066_at	SNX25
230067_at	FAM124A
230068_s_at	PEG3-AS1
230069_at	SFXN1
230070_at	CNIH2
230071_at	SEPT11
230072_at	TBC1D15
230073_at	LOC100131564
230074_s_at	C16orf58
230075_at	RAB39B
